ticket_id,customer_id,category,priority,created_date,resolved_date,resolution_time_hours,satisfaction_score,status,ticket_month
TKT_015044,CUST_04122,Billing,Low,2023-04-06,,,,Open,2023-04
TKT_015045,CUST_04699,Billing,Low,2024-01-18,2024-01-21,72.0,3.0,Resolved,2024-01
TKT_015046,CUST_07029,Technical,High,2023-08-08,2023-08-08,23.0,3.0,Resolved,2023-08
TKT_015047,CUST_00580,Feature Request,Low,2023-06-30,2023-07-02,55.0,3.0,Resolved,2023-06
TKT_015048,CUST_00296,Bug Report,High,2022-06-21,2022-06-21,9.0,4.0,Resolved,2022-06
TKT_015049,CUST_07959,Technical,Low,2022-12-03,2022-12-05,70.0,3.0,Resolved,2022-12
TKT_015050,CUST_00765,Account,High,2022-04-06,2022-04-06,7.0,4.0,Resolved,2022-04
TKT_015051,CUST_08477,Feature Request,Medium,2023-08-29,2023-08-30,30.0,4.0,Resolved,2023-08
TKT_015052,CUST_06733,Billing,Medium,2024-01-14,2024-01-15,35.0,3.0,Resolved,2024-01
TKT_015053,CUST_02352,Billing,High,2022-06-28,2022-06-28,7.0,4.0,Resolved,2022-06
TKT_015054,CUST_09071,Technical,Low,2024-05-10,2024-05-11,27.0,4.0,Resolved,2024-05
TKT_015055,CUST_02518,Bug Report,Low,2022-03-12,2022-03-14,65.0,2.0,Resolved,2022-03
TKT_015056,CUST_05568,Billing,Low,2022-10-21,2022-10-23,52.0,3.0,Resolved,2022-10
TKT_015057,CUST_08467,Billing,Low,2022-02-06,2022-02-08,60.0,3.0,Resolved,2022-02
TKT_015058,CUST_03120,Feature Request,Critical,2022-06-28,2022-06-28,1.0,4.0,Resolved,2022-06
TKT_015059,CUST_07512,Account,High,2024-03-09,2024-03-09,14.0,3.0,Resolved,2024-03
TKT_015060,CUST_06573,Billing,High,2022-03-08,2022-03-08,9.0,4.0,Resolved,2022-03
TKT_015061,CUST_02642,Technical,Medium,2023-08-10,2023-08-12,48.0,3.0,Resolved,2023-08
TKT_015062,CUST_07479,Technical,Low,2022-10-30,,,,Open,2022-10
TKT_015063,CUST_07052,Account,Low,2023-09-11,2023-09-12,33.0,4.0,Resolved,2023-09
TKT_015064,CUST_09044,Billing,Low,2023-06-06,2023-06-08,65.0,2.0,Resolved,2023-06
TKT_015065,CUST_00559,Account,Medium,2024-02-28,2024-02-29,29.0,3.0,Resolved,2024-02
TKT_015066,CUST_06096,Account,Medium,2022-04-09,2022-04-09,20.0,5.0,Resolved,2022-04
TKT_015067,CUST_01593,Technical,Low,2022-07-29,2022-07-30,31.0,4.0,Resolved,2022-07
TKT_015068,CUST_05054,Technical,High,2024-01-21,2024-01-21,8.0,4.0,Resolved,2024-01
TKT_015069,CUST_06430,Billing,High,2022-08-18,2022-08-18,18.0,3.0,Resolved,2022-08
TKT_015070,CUST_09742,Account,Medium,2023-07-07,2023-07-07,17.0,4.0,Resolved,2023-07
TKT_015071,CUST_09311,Feature Request,Medium,2023-07-26,2023-07-27,38.0,3.0,Resolved,2023-07
TKT_015072,CUST_05112,Technical,Medium,2024-01-23,2024-01-23,20.0,4.0,Resolved,2024-01
TKT_015073,CUST_07546,Account,High,2022-02-21,2022-02-21,9.0,5.0,Resolved,2022-02
TKT_015074,CUST_00121,Technical,Low,2024-05-06,2024-05-08,57.0,4.0,Resolved,2024-05
TKT_015075,CUST_03956,Feature Request,Medium,2023-07-06,2023-07-07,25.0,4.0,Resolved,2023-07
TKT_015076,CUST_01373,Feature Request,Low,2023-04-16,2023-04-17,29.0,5.0,Resolved,2023-04
TKT_015077,CUST_09812,Account,Low,2024-03-12,2024-03-13,43.0,4.0,Resolved,2024-03
TKT_015078,CUST_09875,Billing,Low,2023-03-27,2023-03-29,54.0,3.0,Resolved,2023-03
TKT_015079,CUST_07614,Technical,Medium,2023-06-09,2023-06-10,30.0,4.0,Resolved,2023-06
TKT_015080,CUST_01363,Feature Request,Low,2022-07-05,2022-07-07,65.0,4.0,Resolved,2022-07
TKT_015081,CUST_05211,Bug Report,Medium,2022-02-26,2022-02-27,25.0,4.0,Resolved,2022-02
TKT_015082,CUST_05327,Technical,Medium,2023-10-29,2023-10-30,24.0,4.0,Resolved,2023-10
TKT_015083,CUST_02394,Account,High,2022-11-09,2022-11-09,14.0,4.0,Resolved,2022-11
TKT_015084,CUST_09721,Billing,Medium,2022-11-25,2022-11-25,8.0,4.0,Resolved,2022-11
TKT_015085,CUST_04980,Technical,Medium,2024-02-14,2024-02-15,24.0,4.0,Resolved,2024-02
TKT_015086,CUST_09508,Technical,Low,2024-02-29,2024-03-02,58.0,4.0,Resolved,2024-02
TKT_015087,CUST_02595,Bug Report,Low,2022-11-05,2022-11-06,40.0,3.0,Resolved,2022-11
TKT_015088,CUST_04916,Technical,Medium,2022-07-03,2022-07-04,47.0,3.0,Resolved,2022-07
TKT_015089,CUST_06858,Feature Request,Medium,2022-08-13,2022-08-14,42.0,3.0,Resolved,2022-08
TKT_015090,CUST_08078,Account,High,2024-03-28,2024-03-28,5.0,5.0,Resolved,2024-03
TKT_015091,CUST_07902,Feature Request,Low,2022-12-19,2022-12-21,53.0,4.0,Resolved,2022-12
TKT_015092,CUST_05904,Feature Request,Low,2023-04-23,2023-04-25,53.0,4.0,Resolved,2023-04
TKT_015093,CUST_03656,Billing,Low,2022-08-13,2022-08-14,41.0,3.0,Resolved,2022-08
TKT_015094,CUST_07415,Technical,Low,2022-10-29,2022-10-30,44.0,4.0,Resolved,2022-10
TKT_015095,CUST_01701,Account,Medium,2023-11-05,2023-11-05,10.0,5.0,Resolved,2023-11
TKT_015096,CUST_08827,Feature Request,Medium,2022-02-28,2022-03-01,30.0,4.0,Resolved,2022-02
TKT_015097,CUST_07500,Feature Request,High,2023-07-24,,,,Open,2023-07
TKT_015098,CUST_04224,Billing,Medium,2022-02-19,2022-02-20,45.0,3.0,Resolved,2022-02
TKT_015099,CUST_02067,Technical,Low,2023-02-16,2023-02-17,30.0,4.0,Resolved,2023-02
TKT_015100,CUST_09716,Feature Request,High,2023-08-12,2023-08-12,19.0,3.0,Resolved,2023-08
TKT_015101,CUST_02220,Technical,Medium,2022-01-01,2022-01-02,33.0,4.0,Resolved,2022-01
TKT_015102,CUST_07931,Account,Medium,2022-05-29,2022-05-30,27.0,4.0,Resolved,2022-05
TKT_015103,CUST_00573,Technical,Medium,2024-02-27,,,,Open,2024-02
TKT_015104,CUST_01798,Billing,Critical,2024-04-02,2024-04-02,8.0,3.0,Resolved,2024-04
TKT_015105,CUST_01259,Account,Low,2024-04-20,2024-04-22,53.0,4.0,Resolved,2024-04
TKT_015106,CUST_08029,Feature Request,Medium,2024-01-17,2024-01-18,32.0,4.0,Resolved,2024-01
TKT_015107,CUST_02599,Technical,Critical,2023-10-04,2023-10-04,1.0,5.0,Resolved,2023-10
TKT_015108,CUST_00844,Account,Medium,2022-07-30,2022-07-31,47.0,3.0,Resolved,2022-07
TKT_015109,CUST_07367,Billing,High,2024-03-21,2024-03-21,12.0,3.0,Resolved,2024-03
TKT_015110,CUST_04311,Billing,Medium,2024-04-17,2024-04-18,45.0,3.0,Resolved,2024-04
TKT_015111,CUST_00174,Technical,Low,2023-07-02,2023-07-03,31.0,4.0,Resolved,2023-07
TKT_015112,CUST_04970,Feature Request,Medium,2022-04-03,2022-04-04,26.0,4.0,Resolved,2022-04
TKT_015113,CUST_00627,Bug Report,Medium,2022-04-22,2022-04-23,44.0,2.0,Resolved,2022-04
TKT_015114,CUST_07357,Account,Low,2023-05-11,2023-05-13,67.0,3.0,Resolved,2023-05
TKT_015115,CUST_08823,Billing,Low,2022-06-20,2022-06-22,69.0,2.0,Resolved,2022-06
TKT_015116,CUST_09926,Feature Request,Medium,2022-10-16,2022-10-16,10.0,5.0,Resolved,2022-10
TKT_015117,CUST_04056,Account,Medium,2022-06-21,2022-06-22,41.0,3.0,Resolved,2022-06
TKT_015118,CUST_00758,Feature Request,Medium,2024-02-17,2024-02-18,30.0,4.0,Resolved,2024-02
TKT_015119,CUST_05943,Technical,Low,2022-10-27,2022-10-28,38.0,4.0,Resolved,2022-10
TKT_015120,CUST_04207,Account,High,2022-07-31,2022-07-31,13.0,4.0,Resolved,2022-07
TKT_015121,CUST_08544,Feature Request,Low,2024-02-15,2024-02-16,29.0,4.0,Resolved,2024-02
TKT_015122,CUST_02968,Feature Request,Medium,2024-02-20,2024-02-20,16.0,4.0,Resolved,2024-02
TKT_015123,CUST_09058,Feature Request,Medium,2023-05-27,2023-05-28,30.0,4.0,Resolved,2023-05
TKT_015124,CUST_00524,Account,Low,2022-06-19,2022-06-21,52.0,3.0,Resolved,2022-06
TKT_015125,CUST_02867,Account,Low,2023-11-12,2023-11-14,51.0,4.0,Resolved,2023-11
TKT_015126,CUST_00179,Technical,High,2023-02-03,2023-02-03,8.0,5.0,Resolved,2023-02
TKT_015127,CUST_05387,Bug Report,Medium,2023-05-07,2023-05-08,35.0,3.0,Resolved,2023-05
TKT_015128,CUST_06434,Technical,High,2024-03-07,2024-03-07,2.0,5.0,Resolved,2024-03
TKT_015129,CUST_05777,Technical,Low,2024-05-18,2024-05-20,67.0,3.0,Resolved,2024-05
TKT_015130,CUST_01368,Billing,Low,2022-02-18,2022-02-19,40.0,3.0,Resolved,2022-02
TKT_015131,CUST_01545,Billing,Medium,2022-10-24,2022-10-25,35.0,4.0,Resolved,2022-10
TKT_015132,CUST_08037,Account,High,2023-10-04,2023-10-05,24.0,3.0,Resolved,2023-10
TKT_015133,CUST_07982,Technical,Medium,2023-12-12,2023-12-12,17.0,4.0,Resolved,2023-12
TKT_015134,CUST_00401,Bug Report,Medium,2023-01-09,2023-01-10,33.0,3.0,Resolved,2023-01
TKT_015135,CUST_06542,Billing,Critical,2024-01-22,2024-01-22,4.0,4.0,Resolved,2024-01
TKT_015136,CUST_07699,Feature Request,Medium,2022-07-20,2022-07-20,8.0,4.0,Resolved,2022-07
TKT_015137,CUST_02869,Bug Report,High,2023-07-11,2023-07-11,11.0,4.0,Resolved,2023-07
TKT_015138,CUST_08404,Feature Request,Low,2022-08-29,2022-08-31,54.0,4.0,Resolved,2022-08
TKT_015139,CUST_02770,Bug Report,Low,2024-02-07,2024-02-08,28.0,4.0,Resolved,2024-02
TKT_015140,CUST_04000,Bug Report,Medium,2023-04-02,,,,Open,2023-04
TKT_015141,CUST_09856,Billing,Low,2024-02-27,2024-02-28,33.0,4.0,Resolved,2024-02
TKT_015142,CUST_08029,Billing,Medium,2022-06-03,2022-06-03,12.0,4.0,Resolved,2022-06
TKT_015143,CUST_02754,Feature Request,High,2023-07-01,2023-07-01,12.0,4.0,Resolved,2023-07
TKT_015144,CUST_03236,Account,High,2022-10-05,2022-10-05,13.0,4.0,Resolved,2022-10
TKT_015145,CUST_08239,Technical,Medium,2022-08-01,2022-08-01,11.0,4.0,Resolved,2022-08
TKT_015146,CUST_00601,Feature Request,High,2023-04-25,2023-04-25,23.0,3.0,Resolved,2023-04
TKT_015147,CUST_00558,Technical,Medium,2023-08-14,2023-08-15,35.0,4.0,Resolved,2023-08
TKT_015148,CUST_02051,Feature Request,Medium,2023-08-16,2023-08-17,31.0,4.0,Resolved,2023-08
TKT_015149,CUST_06900,Bug Report,Critical,2022-08-06,2022-08-06,6.0,3.0,Resolved,2022-08
TKT_015150,CUST_06683,Feature Request,Medium,2022-03-20,2022-03-21,43.0,3.0,Resolved,2022-03
TKT_015151,CUST_00459,Account,High,2022-04-01,2022-04-01,10.0,4.0,Resolved,2022-04
TKT_015152,CUST_01475,Billing,Medium,2023-11-12,2023-11-12,8.0,4.0,Resolved,2023-11
TKT_015153,CUST_01474,Feature Request,Critical,2022-08-02,2022-08-02,2.0,4.0,Resolved,2022-08
TKT_015154,CUST_05339,Technical,High,2022-03-08,2022-03-08,23.0,3.0,Resolved,2022-03
TKT_015155,CUST_01871,Feature Request,Medium,2023-07-22,2023-07-22,9.0,5.0,Resolved,2023-07
TKT_015156,CUST_06285,Account,Low,2023-08-11,2023-08-12,32.0,4.0,Resolved,2023-08
TKT_015157,CUST_03093,Billing,Low,2023-01-22,2023-01-24,63.0,3.0,Resolved,2023-01
TKT_015158,CUST_06470,Technical,Medium,2024-04-26,2024-04-27,43.0,3.0,Resolved,2024-04
TKT_015159,CUST_00283,Technical,Low,2024-01-04,2024-01-06,50.0,4.0,Resolved,2024-01
TKT_015160,CUST_07093,Bug Report,Medium,2022-06-22,,,,Open,2022-06
TKT_015161,CUST_00015,Billing,Medium,2022-09-13,2022-09-13,13.0,4.0,Resolved,2022-09
TKT_015162,CUST_04399,Account,Medium,2023-12-09,2023-12-10,44.0,3.0,Resolved,2023-12
TKT_015163,CUST_09018,Account,High,2024-05-14,2024-05-15,24.0,3.0,Resolved,2024-05
TKT_015164,CUST_03256,Technical,Medium,2023-07-05,2023-07-06,32.0,4.0,Resolved,2023-07
TKT_015165,CUST_02665,Technical,Low,2022-07-31,2022-08-01,32.0,4.0,Resolved,2022-07
TKT_015166,CUST_07072,Bug Report,Medium,2024-05-20,2024-05-21,36.0,3.0,Resolved,2024-05
TKT_015167,CUST_08870,Technical,High,2022-02-14,2022-02-14,8.0,4.0,Resolved,2022-02
TKT_015168,CUST_01404,Billing,Medium,2024-01-23,2024-01-24,31.0,4.0,Resolved,2024-01
TKT_015169,CUST_08906,Bug Report,High,2024-03-18,2024-03-18,21.0,3.0,Resolved,2024-03
TKT_015170,CUST_04241,Technical,Low,2022-05-10,2022-05-12,62.0,4.0,Resolved,2022-05
TKT_015171,CUST_05431,Billing,High,2022-11-02,2022-11-02,21.0,3.0,Resolved,2022-11
TKT_015172,CUST_06917,Billing,Medium,2023-09-01,2023-09-02,29.0,4.0,Resolved,2023-09
TKT_015173,CUST_05998,Technical,Medium,2023-03-04,2023-03-05,35.0,4.0,Resolved,2023-03
TKT_015174,CUST_03318,Billing,Critical,2022-03-14,2022-03-14,9.0,3.0,Resolved,2022-03
TKT_015175,CUST_02225,Billing,Medium,2022-06-25,2022-06-26,24.0,4.0,Resolved,2022-06
TKT_015176,CUST_09104,Technical,Low,2022-08-01,2022-08-03,66.0,3.0,Resolved,2022-08
TKT_015177,CUST_09168,Billing,Low,2024-02-16,2024-02-17,41.0,3.0,Resolved,2024-02
TKT_015178,CUST_00653,Feature Request,Medium,2022-06-07,2022-06-08,32.0,4.0,Resolved,2022-06
TKT_015179,CUST_06478,Account,Medium,2023-09-25,,,,Open,2023-09
TKT_015180,CUST_01067,Technical,Critical,2024-04-07,2024-04-07,5.0,4.0,Resolved,2024-04
TKT_015181,CUST_00336,Feature Request,Medium,2022-07-07,2022-07-08,34.0,4.0,Resolved,2022-07
TKT_015182,CUST_01745,Billing,High,2022-05-10,2022-05-10,8.0,4.0,Resolved,2022-05
TKT_015183,CUST_02921,Billing,High,2024-03-30,2024-03-30,5.0,4.0,Resolved,2024-03
TKT_015184,CUST_08560,Technical,Critical,2022-01-30,2022-01-30,3.0,4.0,Resolved,2022-01
TKT_015185,CUST_02680,Technical,Low,2023-08-16,2023-08-17,26.0,5.0,Resolved,2023-08
TKT_015186,CUST_02078,Bug Report,High,2023-07-27,2023-07-27,21.0,3.0,Resolved,2023-07
TKT_015187,CUST_05582,Technical,Low,2022-03-05,2022-03-06,35.0,4.0,Resolved,2022-03
TKT_015188,CUST_08103,Feature Request,High,2023-03-16,2023-03-16,4.0,5.0,Resolved,2023-03
TKT_015189,CUST_09363,Technical,Low,2022-01-14,2022-01-16,57.0,4.0,Resolved,2022-01
TKT_015190,CUST_06546,Bug Report,High,2023-04-27,2023-04-27,21.0,3.0,Resolved,2023-04
TKT_015191,CUST_05275,Feature Request,Medium,2024-04-20,2024-04-20,23.0,4.0,Resolved,2024-04
TKT_015192,CUST_01345,Account,Low,2023-08-04,2023-08-06,56.0,3.0,Resolved,2023-08
TKT_015193,CUST_03259,Technical,Critical,2023-05-15,2023-05-15,7.0,4.0,Resolved,2023-05
TKT_015194,CUST_00557,Technical,High,2022-02-11,2022-02-11,15.0,4.0,Resolved,2022-02
TKT_015195,CUST_06080,Billing,High,2022-04-09,2022-04-09,7.0,4.0,Resolved,2022-04
TKT_015196,CUST_06349,Account,High,2022-03-06,2022-03-06,15.0,4.0,Resolved,2022-03
TKT_015197,CUST_01080,Billing,Critical,2022-04-03,2022-04-03,5.0,3.0,Resolved,2022-04
TKT_015198,CUST_04299,Feature Request,Medium,2022-05-03,2022-05-04,29.0,4.0,Resolved,2022-05
TKT_015199,CUST_09246,Technical,Low,2022-08-23,2022-08-24,29.0,4.0,Resolved,2022-08
TKT_015200,CUST_06548,Feature Request,Low,2022-05-03,2022-05-05,48.0,4.0,Resolved,2022-05
TKT_015201,CUST_02746,Billing,Low,2023-01-29,2023-01-30,47.0,3.0,Resolved,2023-01
TKT_015202,CUST_09421,Technical,High,2022-01-04,2022-01-04,2.0,5.0,Resolved,2022-01
TKT_015203,CUST_07931,Billing,Low,2023-10-23,2023-10-24,32.0,4.0,Resolved,2023-10
TKT_015204,CUST_03586,Billing,Medium,2023-08-30,2023-08-31,31.0,4.0,Resolved,2023-08
TKT_015205,CUST_09009,Account,Medium,2022-06-04,2022-06-04,10.0,5.0,Resolved,2022-06
TKT_015206,CUST_04604,Account,Low,2023-05-04,2023-05-05,26.0,4.0,Resolved,2023-05
TKT_015207,CUST_07461,Account,Medium,2022-11-08,2022-11-09,36.0,3.0,Resolved,2022-11
TKT_015208,CUST_06581,Feature Request,Medium,2022-04-17,2022-04-18,32.0,3.0,Resolved,2022-04
TKT_015209,CUST_05409,Account,Medium,2022-07-05,2022-07-06,32.0,4.0,Resolved,2022-07
TKT_015210,CUST_10000,Account,Low,2024-04-14,2024-04-16,65.0,3.0,Resolved,2024-04
TKT_015211,CUST_05716,Billing,Medium,2024-03-24,2024-03-25,47.0,3.0,Resolved,2024-03
TKT_015212,CUST_00947,Account,Critical,2023-10-04,2023-10-04,5.0,5.0,Resolved,2023-10
TKT_015213,CUST_07678,Account,Critical,2023-03-06,2023-03-06,8.0,4.0,Resolved,2023-03
TKT_015214,CUST_04271,Account,Medium,2023-08-27,2023-08-28,32.0,3.0,Resolved,2023-08
TKT_015215,CUST_04728,Account,Low,2023-11-28,2023-11-29,39.0,4.0,Resolved,2023-11
TKT_015216,CUST_00869,Technical,Critical,2024-01-07,2024-01-07,3.0,4.0,Resolved,2024-01
TKT_015217,CUST_07088,Technical,Medium,2024-01-25,2024-01-26,37.0,4.0,Resolved,2024-01
TKT_015218,CUST_07064,Bug Report,Low,2022-07-14,2022-07-15,42.0,4.0,Resolved,2022-07
TKT_015219,CUST_01110,Technical,Low,2022-04-02,2022-04-03,31.0,4.0,Resolved,2022-04
TKT_015220,CUST_02923,Billing,Medium,2024-01-04,2024-01-04,13.0,4.0,Resolved,2024-01
TKT_015221,CUST_04904,Technical,High,2023-07-08,2023-07-08,21.0,3.0,Resolved,2023-07
TKT_015222,CUST_00955,Technical,Medium,2024-04-09,2024-04-10,47.0,3.0,Resolved,2024-04
TKT_015223,CUST_09706,Billing,Low,2023-06-20,2023-06-22,62.0,3.0,Resolved,2023-06
TKT_015224,CUST_00145,Bug Report,High,2023-06-27,2023-06-27,15.0,3.0,Resolved,2023-06
TKT_015225,CUST_07844,Account,Medium,2024-01-27,2024-01-28,26.0,4.0,Resolved,2024-01
TKT_015226,CUST_07456,Account,High,2023-12-08,2023-12-08,21.0,3.0,Resolved,2023-12
TKT_015227,CUST_08992,Technical,Medium,2022-08-27,2022-08-28,36.0,4.0,Resolved,2022-08
TKT_015228,CUST_07834,Feature Request,Low,2022-02-18,2022-02-20,71.0,3.0,Resolved,2022-02
TKT_015229,CUST_06124,Technical,Medium,2022-09-16,2022-09-16,15.0,4.0,Resolved,2022-09
TKT_015230,CUST_03724,Feature Request,Medium,2022-12-04,2022-12-04,15.0,5.0,Resolved,2022-12
TKT_015231,CUST_04162,Technical,Medium,2024-02-04,2024-02-04,23.0,4.0,Resolved,2024-02
TKT_015232,CUST_04905,Feature Request,Low,2024-05-23,,,,Open,2024-05
TKT_015233,CUST_04563,Technical,Critical,2022-04-27,2022-04-27,1.0,5.0,Resolved,2022-04
TKT_015234,CUST_06502,Billing,Low,2023-09-20,2023-09-22,66.0,2.0,Resolved,2023-09
TKT_015235,CUST_04891,Billing,Medium,2024-02-15,2024-02-16,41.0,2.0,Resolved,2024-02
TKT_015236,CUST_09418,Feature Request,Medium,2022-09-21,2022-09-22,46.0,3.0,Resolved,2022-09
TKT_015237,CUST_00591,Technical,Low,2023-05-23,2023-05-24,30.0,4.0,Resolved,2023-05
TKT_015238,CUST_07031,Billing,Low,2024-04-03,2024-04-04,36.0,3.0,Resolved,2024-04
TKT_015239,CUST_00108,Technical,Low,2023-06-05,2023-06-07,49.0,4.0,Resolved,2023-06
TKT_015240,CUST_05995,Billing,Low,2023-05-30,2023-06-01,63.0,2.0,Resolved,2023-05
TKT_015241,CUST_07890,Technical,Low,2023-08-10,2023-08-12,63.0,4.0,Resolved,2023-08
TKT_015242,CUST_08476,Account,Low,2022-04-29,2022-05-01,56.0,3.0,Resolved,2022-04
TKT_015243,CUST_01495,Billing,Low,2023-12-24,2023-12-26,48.0,3.0,Resolved,2023-12
TKT_015244,CUST_07547,Technical,Low,2023-08-23,2023-08-25,58.0,4.0,Resolved,2023-08
TKT_015245,CUST_08655,Account,High,2022-12-10,2022-12-10,6.0,4.0,Resolved,2022-12
TKT_015246,CUST_05724,Billing,High,2022-01-16,2022-01-16,14.0,3.0,Resolved,2022-01
TKT_015247,CUST_04512,Billing,Low,2023-05-27,2023-05-28,43.0,4.0,Resolved,2023-05
TKT_015248,CUST_04001,Bug Report,Medium,2022-01-26,2022-01-27,37.0,3.0,Resolved,2022-01
TKT_015249,CUST_06898,Bug Report,Critical,2023-04-20,2023-04-20,4.0,4.0,Resolved,2023-04
TKT_015250,CUST_03905,Feature Request,Medium,2023-02-28,2023-03-01,25.0,4.0,Resolved,2023-02
TKT_015251,CUST_09541,Billing,Low,2023-09-30,2023-10-02,62.0,2.0,Resolved,2023-09
TKT_015252,CUST_09946,Billing,Medium,2024-04-19,2024-04-20,39.0,3.0,Resolved,2024-04
TKT_015253,CUST_07576,Technical,Low,2023-08-25,2023-08-26,39.0,4.0,Resolved,2023-08
TKT_015254,CUST_09891,Account,High,2022-06-04,2022-06-04,23.0,3.0,Resolved,2022-06
TKT_015255,CUST_08320,Technical,Low,2022-02-27,2022-03-01,52.0,4.0,Resolved,2022-02
TKT_015256,CUST_08885,Technical,Medium,2024-01-27,2024-01-28,43.0,3.0,Resolved,2024-01
TKT_015257,CUST_08465,Bug Report,Medium,2023-05-10,2023-05-11,45.0,2.0,Resolved,2023-05
TKT_015258,CUST_04505,Billing,Medium,2022-06-16,2022-06-16,16.0,3.0,Resolved,2022-06
TKT_015259,CUST_03635,Billing,Medium,2023-11-28,2023-11-29,40.0,3.0,Resolved,2023-11
TKT_015260,CUST_07146,Feature Request,Critical,2022-10-30,2022-10-30,5.0,4.0,Resolved,2022-10
TKT_015261,CUST_09338,Technical,High,2022-03-02,2022-03-02,9.0,4.0,Resolved,2022-03
TKT_015262,CUST_04341,Technical,High,2023-03-05,2023-03-05,9.0,4.0,Resolved,2023-03
TKT_015263,CUST_09126,Feature Request,Medium,2022-12-22,2022-12-22,20.0,4.0,Resolved,2022-12
TKT_015264,CUST_04563,Bug Report,Medium,2024-01-03,2024-01-03,9.0,5.0,Resolved,2024-01
TKT_015265,CUST_03688,Billing,Medium,2024-03-31,2024-03-31,10.0,5.0,Resolved,2024-03
TKT_015266,CUST_06775,Feature Request,Medium,2023-12-29,2023-12-30,26.0,4.0,Resolved,2023-12
TKT_015267,CUST_03145,Feature Request,Low,2022-03-31,2022-04-01,26.0,4.0,Resolved,2022-03
TKT_015268,CUST_02625,Feature Request,Low,2023-02-23,2023-02-25,55.0,4.0,Resolved,2023-02
TKT_015269,CUST_05441,Billing,Critical,2023-01-20,2023-01-20,1.0,5.0,Resolved,2023-01
TKT_015270,CUST_00814,Bug Report,Medium,2022-09-20,2022-09-21,30.0,4.0,Resolved,2022-09
TKT_015271,CUST_03748,Technical,Low,2022-11-24,2022-11-26,49.0,3.0,Resolved,2022-11
TKT_015272,CUST_05820,Technical,High,2023-06-21,2023-06-21,11.0,4.0,Resolved,2023-06
TKT_015273,CUST_08984,Technical,Low,2022-08-27,2022-08-28,38.0,4.0,Resolved,2022-08
TKT_015274,CUST_03315,Feature Request,Medium,2024-05-01,2024-05-01,21.0,4.0,Resolved,2024-05
TKT_015275,CUST_01742,Account,Critical,2022-11-13,2022-11-13,8.0,4.0,Resolved,2022-11
TKT_015276,CUST_01380,Account,Critical,2024-03-06,2024-03-06,9.0,3.0,Resolved,2024-03
TKT_015277,CUST_04543,Feature Request,Medium,2023-11-03,2023-11-04,41.0,3.0,Resolved,2023-11
TKT_015278,CUST_09555,Billing,Medium,2022-12-04,2022-12-04,22.0,3.0,Resolved,2022-12
TKT_015279,CUST_04406,Bug Report,Medium,2022-06-05,2022-06-06,37.0,3.0,Resolved,2022-06
TKT_015280,CUST_08865,Technical,Medium,2024-02-24,2024-02-25,29.0,4.0,Resolved,2024-02
TKT_015281,CUST_00324,Technical,Critical,2022-03-20,2022-03-20,8.0,4.0,Resolved,2022-03
TKT_015282,CUST_01113,Technical,Medium,2022-10-30,2022-10-31,35.0,4.0,Resolved,2022-10
TKT_015283,CUST_00473,Billing,Medium,2023-02-21,,,,Open,2023-02
TKT_015284,CUST_03634,Billing,High,2024-05-07,2024-05-07,3.0,4.0,Resolved,2024-05
TKT_015285,CUST_05460,Billing,Critical,2023-09-17,2023-09-17,11.0,2.0,Resolved,2023-09
TKT_015286,CUST_04194,Bug Report,High,2023-11-24,2023-11-24,7.0,4.0,Resolved,2023-11
TKT_015287,CUST_09815,Billing,High,2023-01-01,2023-01-01,5.0,4.0,Resolved,2023-01
TKT_015288,CUST_08304,Technical,Low,2024-03-12,2024-03-14,70.0,3.0,Resolved,2024-03
TKT_015289,CUST_08030,Feature Request,High,2022-09-19,2022-09-19,21.0,3.0,Resolved,2022-09
TKT_015290,CUST_03460,Bug Report,Medium,2024-05-28,,,,Open,2024-05
TKT_015291,CUST_04442,Technical,Medium,2022-04-13,2022-04-14,29.0,4.0,Resolved,2022-04
TKT_015292,CUST_08936,Technical,Low,2023-04-04,2023-04-06,60.0,4.0,Resolved,2023-04
TKT_015293,CUST_09304,Feature Request,Critical,2022-11-16,2022-11-16,11.0,4.0,Resolved,2022-11
TKT_015294,CUST_03389,Account,Medium,2022-02-03,2022-02-04,43.0,3.0,Resolved,2022-02
TKT_015295,CUST_08156,Billing,Low,2022-01-09,2022-01-10,25.0,4.0,Resolved,2022-01
TKT_015296,CUST_09496,Account,Low,2022-05-12,2022-05-13,41.0,3.0,Resolved,2022-05
TKT_015297,CUST_01352,Feature Request,Low,2022-05-06,2022-05-07,37.0,4.0,Resolved,2022-05
TKT_015298,CUST_04891,Bug Report,Medium,2022-11-02,2022-11-02,11.0,4.0,Resolved,2022-11
TKT_015299,CUST_05878,Feature Request,Medium,2022-10-27,2022-10-27,12.0,4.0,Resolved,2022-10
TKT_015300,CUST_03165,Billing,High,2022-11-14,2022-11-14,2.0,4.0,Resolved,2022-11
TKT_015301,CUST_05207,Technical,Medium,2023-07-06,2023-07-07,41.0,3.0,Resolved,2023-07
TKT_015302,CUST_08026,Technical,High,2022-12-04,2022-12-04,14.0,4.0,Resolved,2022-12
TKT_015303,CUST_01013,Billing,Medium,2022-08-02,,,,Open,2022-08
TKT_015304,CUST_04543,Bug Report,Medium,2022-04-18,2022-04-18,9.0,4.0,Resolved,2022-04
TKT_015305,CUST_09605,Bug Report,Low,2022-05-28,2022-05-29,26.0,4.0,Resolved,2022-05
